reporting_year,geoid,boro_ct2020,vacant_on_12_31,count_vacant,perc_vacant,total_storefronts
2020 and 2021,36081023800,4023800,YES,5,0.12,42
2020 and 2021,36081024000,4024000,NO,47,0.94,50
2020 and 2021,36081024000,4024000,YES,3,0.06,50
2020 and 2021,36081024300,4024300,NO,12,1,12
2020 and 2021,36081024500,4024500,NO,18,1,18
2020 and 2021,36081024700,4024700,NO,3,1,3
2020 and 2021,36081024900,4024900,NO,20,1,20
2020 and 2021,36081025100,4025100,NO,32,1,32
2020 and 2021,36081025301,4025301,NO,46,0.94,49
2020 and 2021,36081025301,4025301,YES,3,0.06,49
2020 and 2021,36081025302,4025302,NO,28,0.88,32
2020 and 2021,36081025302,4025302,YES,4,0.12,32
2020 and 2021,36081025401,4025401,NO,5,1,5
2020 and 2021,36081025402,4025402,NO,8,1,8
2020 and 2021,36081025500,4025500,NO,24,1,24
2020 and 2021,36081025700,4025700,NO,21,0.91,23
2020 and 2021,36081025700,4025700,YES,2,0.09,23
2020 and 2021,36081025800,4025800,NO,8,0.8,10
2020 and 2021,36081025800,4025800,YES,2,0.2,10
2020 and 2021,36081025900,4025900,NO,50,0.94,53
2020 and 2021,36081025900,4025900,YES,3,0.06,53
2020 and 2021,36081026000,4026000,NO,2,0.67,3
2020 and 2021,36081026000,4026000,YES,1,0.33,3
2020 and 2021,36081026100,4026100,NO,113,0.97,116
2020 and 2021,36081026100,4026100,YES,3,0.03,116
2020 and 2021,36081026200,4026200,NO,1,0.5,2
2020 and 2021,36081026200,4026200,YES,1,0.5,2
2020 and 2021,36081026300,4026300,NO,48,1,48
2020 and 2021,36081026400,4026400,NO,1,1,1
2020 and 2021,36081026501,4026501,NO,39,0.89,44
2020 and 2021,36081026501,4026501,YES,5,0.11,44
2020 and 2021,36081026600,4026600,NO,1,1,1
2020 and 2021,36081026700,4026700,NO,61,0.97,63
2020 and 2021,36081026700,4026700,YES,2,0.03,63
2020 and 2021,36081026901,4026901,NO,103,0.91,113
2020 and 2021,36081026901,4026901,YES,10,0.09,113
2020 and 2021,36081026902,4026902,NO,31,0.91,34
2020 and 2021,36081026902,4026902,YES,3,0.09,34
2020 and 2021,36081027000,4027000,NO,4,1,4
2020 and 2021,36081027101,4027101,YES,1,1,1
2020 and 2021,36081027102,4027102,NO,33,0.94,35
2020 and 2021,36081027102,4027102,YES,2,0.06,35
2020 and 2021,36081027200,4027200,NO,13,0.93,14
2020 and 2021,36081027200,4027200,YES,1,0.07,14
2020 and 2021,36081027301,4027301,NO,86,0.96,90
2020 and 2021,36081027301,4027301,YES,4,0.04,90
2020 and 2021,36081027302,4027302,NO,33,0.92,36
2020 and 2021,36081027302,4027302,YES,3,0.08,36
2020 and 2021,36081027500,4027500,NO,77,0.99,78
2020 and 2021,36081027500,4027500,YES,1,0.01,78
2020 and 2021,36081027600,4027600,NO,1,1,1
2020 and 2021,36081027701,4027701,NO,55,0.92,60
2020 and 2021,36081027701,4027701,YES,5,0.08,60
2020 and 2021,36081027702,4027702,NO,10,1,10
2020 and 2021,36081027900,4027900,NO,50,0.96,52
2020 and 2021,36081027900,4027900,YES,2,0.04,52
2020 and 2021,36081028000,4028000,NO,3,1,3
2020 and 2021,36081028100,4028100,NO,24,0.92,26
2020 and 2021,36081028100,4028100,YES,2,0.08,26
2020 and 2021,36081028200,4028200,NO,17,0.94,18
2020 and 2021,36081028200,4028200,YES,1,0.06,18
2020 and 2021,36081028300,4028300,NO,146,0.94,156
2020 and 2021,36081028300,4028300,YES,10,0.06,156
2020 and 2021,36081028400,4028400,NO,24,1,24
2020 and 2021,36081028500,4028500,NO,38,0.97,39
2020 and 2021,36081028500,4028500,YES,1,0.03,39
2020 and 2021,36081028700,4028700,NO,70,0.9,78
2020 and 2021,36081028700,4028700,YES,8,0.1,78
2020 and 2021,36081028801,4028801,NO,1,1,1
2020 and 2021,36081028802,4028802,NO,5,1,5
2020 and 2021,36081028900,4028900,NO,89,0.92,97
2020 and 2021,36081028900,4028900,YES,8,0.08,97
2020 and 2021,36081029100,4029100,NO,39,0.98,40
2020 and 2021,36081029100,4029100,YES,1,0.03,40
2020 and 2021,36081029300,4029300,NO,14,1,14
2020 and 2021,36081029400,4029400,NO,32,0.97,33
2020 and 2021,36081029400,4029400,YES,1,0.03,33
2020 and 2021,36081029500,4029500,NO,45,0.98,46
2020 and 2021,36081029500,4029500,YES,1,0.02,46
2020 and 2021,36081029700,4029700,NO,76,0.97,78
2020 and 2021,36081029700,4029700,YES,2,0.03,78
2020 and 2021,36081029900,4029900,NO,5,1,5
2020 and 2021,36081030600,4030600,NO,57,0.85,67
2020 and 2021,36081030600,4030600,YES,10,0.15,67
2020 and 2021,36081030903,4030903,NO,50,0.98,51
2020 and 2021,36081030903,4030903,YES,1,0.02,51
2020 and 2021,36081030904,4030904,NO,6,0.75,8
2020 and 2021,36081030904,4030904,YES,2,0.25,8
2020 and 2021,36081030906,4030906,NO,15,0.83,18
2020 and 2021,36081030906,4030906,YES,3,0.17,18
2020 and 2021,36081031700,4031700,NO,6,1,6
2020 and 2021,36081032000,4032000,NO,48,0.8,60
2020 and 2021,36081032000,4032000,YES,12,0.2,60
2020 and 2021,36081032700,4032700,NO,5,1,5
2020 and 2021,36081032800,4032800,NO,11,1,11
2020 and 2021,36081032900,4032900,NO,27,1,27
2020 and 2021,36081033000,4033000,NO,9,0.9,10
2020 and 2021,36081033000,4033000,YES,1,0.1,10
2020 and 2021,36081033401,4033401,NO,14,0.93,15
2020 and 2021,36081033401,4033401,YES,1,0.07,15
2020 and 2021,36081033405,4033405,NO,17,0.94,18
2020 and 2021,36081033405,4033405,YES,1,0.06,18
2020 and 2021,36081033700,4033700,NO,11,0.92,12
2020 and 2021,36081033700,4033700,YES,1,0.08,12
2020 and 2021,36081033900,4033900,NO,15,1,15
2020 and 2021,36081034700,4034700,NO,9,0.75,12
2020 and 2021,36081034700,4034700,YES,3,0.25,12
2020 and 2021,36081035100,4035100,NO,12,1,12
2020 and 2021,36081035200,4035200,NO,45,0.92,49
2020 and 2021,36081035200,4035200,YES,4,0.08,49
2020 and 2021,36081035300,4035300,NO,20,0.83,24
2020 and 2021,36081035300,4035300,YES,4,0.17,24
2020 and 2021,36081035700,4035700,NO,2,0.67,3
2020 and 2021,36081035700,4035700,YES,1,0.33,3
2020 and 2021,36081035800,4035800,NO,20,0.87,23
2020 and 2021,36081035800,4035800,YES,3,0.13,23
2020 and 2021,36081036100,4036100,NO,11,0.92,12
2020 and 2021,36081036100,4036100,YES,1,0.08,12
2020 and 2021,36081036300,4036300,NO,10,0.83,12
2020 and 2021,36081036300,4036300,YES,2,0.17,12
2020 and 2021,36081036500,4036500,NO,12,1,12
2020 and 2021,36081036600,4036600,NO,34,1,34
2020 and 2021,36081036700,4036700,NO,21,1,21
2020 and 2021,36081036800,4036800,NO,1,1,1
2020 and 2021,36081037300,4037300,NO,6,1,6
2020 and 2021,36081037501,4037501,NO,30,1,30
2020 and 2021,36081037502,4037502,NO,76,0.94,81
2020 and 2021,36081037502,4037502,YES,5,0.06,81
2020 and 2021,36081037600,4037600,NO,13,0.93,14
2020 and 2021,36081037600,4037600,YES,1,0.07,14
2020 and 2021,36081037700,4037700,NO,17,0.94,18
2020 and 2021,36081037700,4037700,YES,1,0.06,18
2020 and 2021,36081037900,4037900,NO,18,0.9,20
2020 and 2021,36081037900,4037900,YES,2,0.1,20
2020 and 2021,36081038100,4038100,NO,2,1,2
2020 and 2021,36081038301,4038301,NO,31,0.91,34
2020 and 2021,36081038301,4038301,YES,3,0.09,34
2020 and 2021,36081038400,4038400,NO,12,1,12
2020 and 2021,36081039400,4039400,NO,22,1,22
2020 and 2021,36081039800,4039800,NO,5,1,5
2020 and 2021,36081039901,4039901,NO,17,1,17
2020 and 2021,36081039902,4039902,NO,3,0.5,6
2020 and 2021,36081039902,4039902,YES,3,0.5,6
2020 and 2021,36081040000,4040000,NO,5,1,5
2020 and 2021,36081040101,4040101,NO,3,1,3
2020 and 2021,36081040102,4040102,NO,19,0.86,22
2020 and 2021,36081040102,4040102,YES,3,0.14,22
2020 and 2021,36081040301,4040301,NO,18,0.95,19
2020 and 2021,36081040301,4040301,YES,1,0.05,19
2020 and 2021,36081040302,4040302,NO,26,0.93,28
2020 and 2021,36081040302,4040302,YES,2,0.07,28
2020 and 2021,36081040400,4040400,NO,2,1,2
2020 and 2021,36081040501,4040501,NO,63,0.95,66
2020 and 2021,36081040501,4040501,YES,3,0.05,66
2020 and 2021,36081040502,4040502,NO,55,0.86,64
2020 and 2021,36081040502,4040502,YES,9,0.14,64
2020 and 2021,36081040701,4040701,NO,18,0.86,21
2020 and 2021,36081040701,4040701,YES,3,0.14,21
2020 and 2021,36081040702,4040702,NO,32,1,32
2020 and 2021,36081040901,4040901,NO,14,1,14
2020 and 2021,36081040902,4040902,NO,13,1,13
2020 and 2021,36081041100,4041100,NO,5,0.83,6
2020 and 2021,36081041100,4041100,YES,1,0.17,6
2020 and 2021,36081041300,4041300,NO,13,0.81,16
2020 and 2021,36081041300,4041300,YES,3,0.19,16
2020 and 2021,36081041400,4041400,NO,5,0.83,6
2020 and 2021,36081041400,4041400,YES,1,0.17,6
2020 and 2021,36081041500,4041500,NO,14,1,14
2020 and 2021,36081042400,4042400,NO,4,1,4
2020 and 2021,36081042700,4042700,NO,25,1,25
2020 and 2021,36081043200,4043200,NO,6,1,6
2020 and 2021,36081043701,4043701,NO,2,0.67,3
2020 and 2021,36081043701,4043701,YES,1,0.33,3
2020 and 2021,36081043702,4043702,NO,7,1,7
2020 and 2021,36081043900,4043900,NO,24,1,24
2020 and 2021,36081044000,4044000,NO,17,1,17
2020 and 2021,36081044301,4044301,NO,13,0.93,14
2020 and 2021,36081044301,4044301,YES,1,0.07,14
2020 and 2021,36081044302,4044302,NO,35,1,35
2020 and 2021,36081044400,4044400,NO,87,0.93,94
2020 and 2021,36081044400,4044400,YES,7,0.07,94
2020 and 2021,36081044601,4044601,NO,144,0.89,162
2020 and 2021,36081044601,4044601,YES,18,0.11,162
2020 and 2021,36081044602,4044602,NO,47,0.98,48
2020 and 2021,36081044602,4044602,YES,1,0.02,48
2020 and 2021,36081044800,4044800,NO,8,1,8
2020 and 2021,36081045000,4045000,NO,12,1,12
2020 and 2021,36081045400,4045400,NO,26,1,26
2020 and 2021,36081045500,4045500,NO,30,0.68,44
2020 and 2021,36081045500,4045500,YES,14,0.32,44
2020 and 2021,36081045800,4045800,NO,40,0.98,41
2020 and 2021,36081045800,4045800,YES,1,0.02,41
2020 and 2021,36081046000,4046000,NO,61,0.92,66
2020 and 2021,36081046000,4046000,YES,5,0.08,66
2020 and 2021,36081046100,4046100,NO,26,0.9,29
2020 and 2021,36081046100,4046100,YES,3,0.1,29
2020 and 2021,36081046200,4046200,NO,36,0.95,38
2020 and 2021,36081046200,4046200,YES,2,0.05,38
2020 and 2021,36081046300,4046300,NO,15,0.94,16
2020 and 2021,36081046300,4046300,YES,1,0.06,16
2020 and 2021,36081046500,4046500,NO,61,0.92,66
2020 and 2021,36081046500,4046500,YES,5,0.08,66
2020 and 2021,36081046600,4046600,NO,38,1,38
2020 and 2021,36081046800,4046800,NO,16,0.73,22
2020 and 2021,36081046800,4046800,YES,6,0.27,22
2020 and 2021,36081046901,4046901,NO,15,1,15
2020 and 2021,36081046902,4046902,NO,13,1,13
2020 and 2021,36081047000,4047000,NO,20,0.95,21
2020 and 2021,36081047000,4047000,YES,1,0.05,21
2020 and 2021,36081047100,4047100,NO,34,0.92,37
2020 and 2021,36081047100,4047100,YES,3,0.08,37
2020 and 2021,36081047200,4047200,NO,6,1,6
2020 and 2021,36081047300,4047300,NO,25,1,25
2020 and 2021,36081047500,4047500,NO,41,0.91,45
2020 and 2021,36081047500,4047500,YES,4,0.09,45
2020 and 2021,36081047801,4047801,NO,28,0.93,30
2020 and 2021,36081047801,4047801,YES,2,0.07,30
2020 and 2021,36081047802,4047802,NO,23,1,23
2020 and 2021,36081047900,4047900,NO,20,0.87,23
2020 and 2021,36081047900,4047900,YES,3,0.13,23
2020 and 2021,36081048000,4048000,NO,12,0.8,15
2020 and 2021,36081048000,4048000,YES,3,0.2,15
2020 and 2021,36081048100,4048100,NO,9,0.82,11
2020 and 2021,36081048100,4048100,YES,2,0.18,11
2020 and 2021,36081048200,4048200,NO,6,0.86,7
2020 and 2021,36081048200,4048200,YES,1,0.14,7
2020 and 2021,36081048301,4048301,NO,4,1,4
2020 and 2021,36081048302,4048302,NO,14,1,14
2020 and 2021,36081048400,4048400,NO,14,0.93,15
2020 and 2021,36081048400,4048400,YES,1,0.07,15
2020 and 2021,36081048500,4048500,NO,47,0.96,49
2020 and 2021,36081048500,4048500,YES,2,0.04,49
2020 and 2021,36081048900,4048900,NO,21,0.91,23
2020 and 2021,36081048900,4048900,YES,2,0.09,23
2020 and 2021,36081049201,4049201,NO,2,1,2
2020 and 2021,36081049202,4049202,NO,9,0.82,11
2020 and 2021,36081049202,4049202,YES,2,0.18,11
2020 and 2021,36081049302,4049302,NO,45,0.9,50
2020 and 2021,36081049302,4049302,YES,5,0.1,50
2020 and 2021,36081049600,4049600,NO,15,0.94,16
2020 and 2021,36081049600,4049600,YES,1,0.06,16
2020 and 2021,36081049700,4049700,NO,2,0.67,3
2020 and 2021,36081049700,4049700,YES,1,0.33,3
2020 and 2021,36081049900,4049900,NO,16,0.94,17
2020 and 2021,36081049900,4049900,YES,1,0.06,17
2020 and 2021,36081050000,4050000,NO,25,1,25
2020 and 2021,36081050201,4050201,NO,3,1,3
2020 and 2021,36081050400,4050400,NO,1,1,1
2020 and 2021,36081050600,4050600,NO,1,0.5,2
2020 and 2021,36081050600,4050600,YES,1,0.5,2
2020 and 2021,36081050700,4050700,NO,7,1,7
2020 and 2021,36081050800,4050800,NO,9,1,9
2020 and 2021,36081051000,4051000,NO,4,1,4
2020 and 2021,36081051100,4051100,NO,2,0.67,3
2020 and 2021,36081051100,4051100,YES,1,0.33,3
2020 and 2021,36081051200,4051200,NO,20,1,20
2020 and 2021,36081051500,4051500,NO,17,1,17
2020 and 2021,36081051700,4051700,NO,39,0.91,43
2020 and 2021,36081051700,4051700,YES,4,0.09,43
2020 and 2021,36081052000,4052000,NO,8,1,8
2020 and 2021,36081052100,4052100,NO,16,1,16
2020 and 2021,36081052200,4052200,NO,6,1,6
2020 and 2021,36081052400,4052400,NO,1,0.5,2
2020 and 2021,36081052400,4052400,YES,1,0.5,2
2020 and 2021,36081052500,4052500,NO,6,0.86,7
2020 and 2021,36081052500,4052500,YES,1,0.14,7
2020 and 2021,36081052600,4052600,NO,4,0.8,5
2020 and 2021,36081052600,4052600,YES,1,0.2,5
2020 and 2021,36081052800,4052800,NO,3,1,3
2020 and 2021,36081053000,4053000,NO,12,0.86,14
2020 and 2021,36081053000,4053000,YES,2,0.14,14
2020 and 2021,36081053100,4053100,NO,48,0.94,51
2020 and 2021,36081053100,4053100,YES,3,0.06,51
2020 and 2021,36081053200,4053200,NO,20,1,20
2020 and 2021,36081053401,4053401,NO,11,0.92,12
2020 and 2021,36081053401,4053401,YES,1,0.08,12
2020 and 2021,36081053501,4053501,NO,26,0.93,28
2020 and 2021,36081053501,4053501,YES,2,0.07,28
2020 and 2021,36081053502,4053502,NO,8,1,8
2020 and 2021,36081053800,4053800,NO,2,1,2
2020 and 2021,36081053901,4053901,NO,17,0.94,18
2020 and 2021,36081053901,4053901,YES,1,0.06,18
2020 and 2021,36081054000,4054000,NO,41,0.93,44
2020 and 2021,36081054000,4054000,YES,3,0.07,44
2020 and 2021,36081054200,4054200,NO,24,0.92,26
2020 and 2021,36081054200,4054200,YES,2,0.08,26
2020 and 2021,36081054500,4054500,NO,12,0.92,13
2020 and 2021,36081054500,4054500,YES,1,0.08,13
2020 and 2021,36081054700,4054700,NO,26,0.96,27
2020 and 2021,36081054700,4054700,YES,1,0.04,27
2020 and 2021,36081054800,4054800,NO,4,1,4
2020 and 2021,36081054900,4054900,NO,57,0.88,65
2020 and 2021,36081054900,4054900,YES,8,0.12,65
2020 and 2021,36081055100,4055100,NO,78,0.82,95
2020 and 2021,36081055100,4055100,YES,17,0.18,95
2020 and 2021,36081055200,4055200,NO,10,1,10
2020 and 2021,36081055300,4055300,NO,51,0.93,55
2020 and 2021,36081055300,4055300,YES,4,0.07,55
2020 and 2021,36081055400,4055400,NO,6,1,6
2020 and 2021,36081055500,4055500,NO,18,0.95,19
2020 and 2021,36081055500,4055500,YES,1,0.05,19
2020 and 2021,36081055600,4055600,NO,2,1,2
2020 and 2021,36081055700,4055700,NO,24,0.77,31
2020 and 2021,36081055700,4055700,YES,7,0.23,31
2020 and 2021,36081055900,4055900,NO,16,1,16
2020 and 2021,36081056000,4056000,NO,4,0.8,5
2020 and 2021,36081056000,4056000,YES,1,0.2,5
2020 and 2021,36081056400,4056400,NO,8,0.89,9
2020 and 2021,36081056400,4056400,YES,1,0.11,9
2020 and 2021,36081056500,4056500,NO,6,1,6
2020 and 2021,36081056600,4056600,NO,21,1,21
2020 and 2021,36081056700,4056700,NO,3,1,3
2020 and 2021,36081056800,4056800,NO,49,0.8,61
2020 and 2021,36081056800,4056800,YES,12,0.2,61
2020 and 2021,36081057700,4057700,NO,35,0.92,38
2020 and 2021,36081057700,4057700,YES,3,0.08,38
2020 and 2021,36081057900,4057900,YES,1,1,1
2020 and 2021,36081058100,4058100,NO,20,0.87,23
2020 and 2021,36081058100,4058100,YES,3,0.13,23
2020 and 2021,36081058200,4058200,NO,15,0.94,16
2020 and 2021,36081058200,4058200,YES,1,0.06,16
2020 and 2021,36081058300,4058300,NO,28,0.93,30
2020 and 2021,36081058300,4058300,YES,2,0.07,30
2020 and 2021,36081058500,4058500,NO,24,1,24
2020 and 2021,36081058700,4058700,NO,18,0.9,20
2020 and 2021,36081058700,4058700,YES,2,0.1,20
2020 and 2021,36081058900,4058900,NO,31,0.82,38
2020 and 2021,36081058900,4058900,YES,7,0.18,38
2020 and 2021,36081059000,4059000,YES,2,1,2
2020 and 2021,36081059100,4059100,NO,14,0.93,15
2020 and 2021,36081059100,4059100,YES,1,0.07,15
2020 and 2021,36081059300,4059300,NO,20,1,20
2020 and 2021,36081059501,4059501,NO,8,0.8,10
2020 and 2021,36081059501,4059501,YES,2,0.2,10
2020 and 2021,36081059502,4059502,NO,11,0.92,12
2020 and 2021,36081059502,4059502,YES,1,0.08,12
2020 and 2021,36081059600,4059600,NO,9,0.9,10
2020 and 2021,36081059600,4059600,YES,1,0.1,10
2020 and 2021,36081059800,4059800,NO,5,1,5
2020 and 2021,36081059900,4059900,NO,1,0.5,2
2020 and 2021,36081059900,4059900,YES,1,0.5,2
2020 and 2021,36081060000,4060000,NO,7,1,7
2020 and 2021,36081060100,4060100,NO,11,0.92,12
2020 and 2021,36081060100,4060100,YES,1,0.08,12
2020 and 2021,36081060300,4060300,NO,19,0.95,20
2020 and 2021,36081060300,4060300,YES,1,0.05,20
2020 and 2021,36081060600,4060600,NO,7,1,7
2020 and 2021,36081060800,4060800,NO,6,1,6
2020 and 2021,36081061000,4061000,NO,1,1,1
2020 and 2021,36081061301,4061301,NO,51,0.94,54
2020 and 2021,36081061301,4061301,YES,3,0.06,54
2020 and 2021,36081061302,4061302,NO,1,1,1
2020 and 2021,36081061602,4061602,NO,4,1,4
2020 and 2021,36081061800,4061800,NO,11,1,11
2020 and 2021,36081061900,4061900,NO,24,0.96,25
2020 and 2021,36081061900,4061900,YES,1,0.04,25
2020 and 2021,36081062100,4062100,NO,21,1,21
2020 and 2021,36081062200,4062200,NO,13,1,13
2020 and 2021,36081062300,4062300,NO,3,0.6,5
2020 and 2021,36081062300,4062300,YES,2,0.4,5
2020 and 2021,36081062500,4062500,NO,7,0.7,10
2020 and 2021,36081062500,4062500,YES,3,0.3,10
2020 and 2021,36081062600,4062600,NO,25,0.93,27
2020 and 2021,36081062600,4062600,YES,2,0.07,27
2020 and 2021,36081062700,4062700,NO,16,0.84,19
2020 and 2021,36081062700,4062700,YES,3,0.16,19
2020 and 2021,36081062900,4062900,NO,25,0.89,28
2020 and 2021,36081062900,4062900,YES,3,0.11,28
2020 and 2021,36081063000,4063000,NO,9,1,9
2020 and 2021,36081063200,4063200,NO,59,0.92,64
2020 and 2021,36081063200,4063200,YES,5,0.08,64
2020 and 2021,36081063301,4063301,NO,9,0.82,11
2020 and 2021,36081063301,4063301,YES,2,0.18,11
2020 and 2021,36081063302,4063302,NO,8,1,8
2020 and 2021,36081063500,4063500,YES,3,1,3
2020 and 2021,36081063700,4063700,NO,31,0.89,35
2020 and 2021,36081063700,4063700,YES,4,0.11,35
2020 and 2021,36081063800,4063800,NO,19,0.86,22
2020 and 2021,36081063800,4063800,YES,3,0.14,22
2020 and 2021,36081063900,4063900,NO,9,1,9
2020 and 2021,36081064101,4064101,NO,1,1,1
2020 and 2021,36081064500,4064500,NO,22,0.88,25
2020 and 2021,36081064500,4064500,YES,3,0.12,25
2020 and 2021,36081064600,4064600,NO,1,1,1
2020 and 2021,36081065000,4065000,NO,7,1,7
2020 and 2021,36081065401,4065401,NO,25,0.96,26
2020 and 2021,36081065401,4065401,YES,1,0.04,26
2020 and 2021,36081065600,4065600,NO,12,0.86,14
2020 and 2021,36081065600,4065600,YES,2,0.14,14
2020 and 2021,36081065702,4065702,NO,12,0.8,15
2020 and 2021,36081065702,4065702,YES,3,0.2,15
2020 and 2021,36081065703,4065703,NO,26,1,26
2020 and 2021,36081065900,4065900,NO,4,1,4
2020 and 2021,36081066401,4066401,NO,12,0.86,14
2020 and 2021,36081066401,4066401,YES,2,0.14,14
2020 and 2021,36081066501,4066501,NO,4,0.8,5
2020 and 2021,36081066501,4066501,YES,1,0.2,5
2020 and 2021,36081066701,4066701,NO,9,1,9
2020 and 2021,36081066900,4066900,NO,10,1,10
2020 and 2021,36081067100,4067100,NO,21,0.95,22
2020 and 2021,36081067100,4067100,YES,1,0.05,22
2020 and 2021,36081067900,4067900,NO,19,0.7,27
2020 and 2021,36081067900,4067900,YES,8,0.3,27
2020 and 2021,36081068000,4068000,NO,7,1,7
2020 and 2021,36081068300,4068300,NO,16,0.89,18
2020 and 2021,36081068300,4068300,YES,2,0.11,18
2020 and 2021,36081068700,4068700,NO,18,0.95,19
2020 and 2021,36081068700,4068700,YES,1,0.05,19
2020 and 2021,36081069000,4069000,NO,3,1,3
2020 and 2021,36081069300,4069300,NO,88,0.95,93
2020 and 2021,36081069300,4069300,YES,5,0.05,93
2020 and 2021,36081069500,4069500,NO,29,1,29
2020 and 2021,36081069701,4069701,NO,10,0.83,12
2020 and 2021,36081069701,4069701,YES,2,0.17,12
2020 and 2021,36081069702,4069702,NO,12,0.75,16
2020 and 2021,36081069702,4069702,YES,4,0.25,16
2020 and 2021,36081070300,4070300,NO,7,1,7
2020 and 2021,36081070700,4070700,NO,16,0.94,17
2020 and 2021,36081070700,4070700,YES,1,0.06,17
2020 and 2021,36081070900,4070900,NO,14,0.88,16
2020 and 2021,36081070900,4070900,YES,2,0.12,16
2020 and 2021,36081071100,4071100,NO,91,0.99,92
2020 and 2021,36081071100,4071100,YES,1,0.01,92
2020 and 2021,36081071303,4071303,NO,52,1,52
2020 and 2021,36081071304,4071304,NO,28,0.93,30
2020 and 2021,36081071304,4071304,YES,2,0.07,30
2020 and 2021,36081071305,4071305,NO,12,1,12
2020 and 2021,36081071306,4071306,NO,30,0.97,31
2020 and 2021,36081071306,4071306,YES,1,0.03,31
2020 and 2021,36081071701,4071701,NO,52,0.85,61
2020 and 2021,36081071701,4071701,YES,9,0.15,61
2020 and 2021,36081071702,4071702,NO,2,1,2
2020 and 2021,36081071900,4071900,YES,1,1,1
2020 and 2021,36081072300,4072300,NO,8,1,8
2020 and 2021,36081072900,4072900,NO,8,1,8
2020 and 2021,36081073100,4073100,NO,20,0.95,21
2020 and 2021,36081073100,4073100,YES,1,0.05,21
2020 and 2021,36081073700,4073700,NO,97,0.86,113
2020 and 2021,36081073700,4073700,YES,16,0.14,113
2020 and 2021,36081073900,4073900,NO,4,1,4
2020 and 2021,36081074300,4074300,NO,44,0.85,52
2020 and 2021,36081074300,4074300,YES,8,0.15,52
2020 and 2021,36081074500,4074500,NO,1,0.33,3
2020 and 2021,36081074500,4074500,YES,2,0.67,3
2020 and 2021,36081074700,4074700,NO,1,1,1
2020 and 2021,36081075701,4075701,NO,62,0.98,63
2020 and 2021,36081075701,4075701,YES,1,0.02,63
2020 and 2021,36081075702,4075702,NO,10,0.83,12
2020 and 2021,36081075702,4075702,YES,2,0.17,12
2020 and 2021,36081076901,4076901,NO,11,1,11
2020 and 2021,36081076902,4076902,NO,19,0.9,21
2020 and 2021,36081076902,4076902,YES,2,0.1,21
2020 and 2021,36081077300,4077300,NO,1,1,1
2020 and 2021,36081077500,4077500,NO,34,0.94,36
2020 and 2021,36081077500,4077500,YES,2,0.06,36
